id,value
OCSD.SanJuanCapitstrano.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,6
OCSD.SanJuanCapitstrano.THREATSAGAINSTPERSONS.TERRORISTTHREATS,37
OCSD.SilveradoCanyon,
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS,
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,1
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,2
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.Assault/Battery,4
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,18
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.KIDNAPPING,1
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.MetalKnuckles,1
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.SEXUALASSAULT,7
OCSD.SilveradoCanyon.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,1
OCSD.SilveradoCanyon.DISTURBANCE,
OCSD.SilveradoCanyon.DISTURBANCE.DISTURBANCE,1
OCSD.SilveradoCanyon.DISTURBANCE.TRESPASSING,1
OCSD.SilveradoCanyon.DRUGS/INTOXICATION,
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,2
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.DRUNKINPUBLIC,3
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.NARCOTICVIOLATION,1
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,4
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.OpenContainer,1
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,1
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,1
OCSD.SilveradoCanyon.DRUGS/INTOXICATION.PossessionofMethamphetamine,1
OCSD.SilveradoCanyon.PROPERTYDAMAGE,
OCSD.SilveradoCanyon.PROPERTYDAMAGE.VANDALISMINPROGRESS,28
OCSD.SilveradoCanyon.THEFT/BURGLARY,
OCSD.SilveradoCanyon.THEFT/BURGLARY.CRIMINALPROFITTEERING,1
OCSD.SilveradoCanyon.THEFT/BURGLARY.GRANDTHEFT,6
OCSD.SilveradoCanyon.THEFT/BURGLARY.IDTHEFT,3
OCSD.SilveradoCanyon.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,1
OCSD.SilveradoCanyon.THEFT/BURGLARY.STOLENVEHICLE,1
OCSD.SilveradoCanyon.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,1
OCSD.SilveradoCanyon.THREATSAGAINSTPERSONS,
OCSD.SilveradoCanyon.THREATSAGAINSTPERSONS.TERRORISTTHREATS,3
OCSD.Stanton,
OCSD.Stanton.CRIMESAGAINSTPERSONS,
OCSD.Stanton.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,5
OCSD.Stanton.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,14
OCSD.Stanton.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,112
OCSD.Stanton.CRIMESAGAINSTPERSONS.Assault/Battery,91
OCSD.Stanton.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,23
OCSD.Stanton.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,14
OCSD.Stanton.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,34
OCSD.Stanton.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,346
OCSD.Stanton.CRIMESAGAINSTPERSONS.ELDERLYABUSE,10
OCSD.Stanton.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,25
OCSD.Stanton.CRIMESAGAINSTPERSONS.HOMICIDE,1
OCSD.Stanton.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,5
OCSD.Stanton.CRIMESAGAINSTPERSONS.KIDNAPPING,9
OCSD.Stanton.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,21
OCSD.Stanton.CRIMESAGAINSTPERSONS.MANSLAUGHTER,3
OCSD.Stanton.CRIMESAGAINSTPERSONS.MetalKnuckles,13
OCSD.Stanton.CRIMESAGAINSTPERSONS.POSSESSIONOFCHILDPORNOGRAPHY,1
OCSD.Stanton.CRIMESAGAINSTPERSONS.RESISTINGARREST,7
OCSD.Stanton.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,101
OCSD.Stanton.CRIMESAGAINSTPERSONS.SEXUALASSAULT,118
OCSD.Stanton.CRIMESAGAINSTPERSONS.SHOOTINGATINHABITEDDWELLINGINPROGRESS,10
OCSD.Stanton.DISTURBANCE,
OCSD.Stanton.DISTURBANCE.BEGGINGORSOLICITINGINPUBLIC,1
OCSD.Stanton.DISTURBANCE.DISORDERLYCONDUCT-PROSTITUTION,43
OCSD.Stanton.DISTURBANCE.DISTURBANCE,9
OCSD.Stanton.DISTURBANCE.lewdCONDUCT,2
OCSD.Stanton.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.Stanton.DISTURBANCE.RAILROADTRESSPASSING,75
OCSD.Stanton.DISTURBANCE.TRESPASSING,131
OCSD.Stanton.DISTURBANCE.URINATINGINPUBLIC,3
OCSD.Stanton.DRUGS/INTOXICATION,
OCSD.Stanton.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,101
OCSD.Stanton.DRUGS/INTOXICATION.DRUNKINPUBLIC,8
OCSD.Stanton.DRUGS/INTOXICATION.NARCOTICVIOLATION,147
OCSD.Stanton.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,40
OCSD.Stanton.DRUGS/INTOXICATION.OpenContainer,8
OCSD.Stanton.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,18
OCSD.Stanton.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,26
OCSD.Stanton.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,18
OCSD.Stanton.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,735
OCSD.Stanton.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,7
OCSD.Stanton.DRUGS/INTOXICATION.PossessionofMethamphetamine,477
OCSD.Stanton.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,1
OCSD.Stanton.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,53
OCSD.Stanton.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,3
OCSD.Stanton.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,17
OCSD.Stanton.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,6
OCSD.Stanton.PROPERTYDAMAGE,
OCSD.Stanton.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,2
OCSD.Stanton.PROPERTYDAMAGE.VANDALISMINPROGRESS,371
OCSD.Stanton.RESISTINGARREST,
OCSD.Stanton.RESISTINGARREST.RESISTINGARREST,7
OCSD.Stanton.THEFT/BURGLARY,
OCSD.Stanton.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,15
OCSD.Stanton.THEFT/BURGLARY.BURGLARYINPROGRESS,265
OCSD.Stanton.THEFT/BURGLARY.CHECKFRAUD,23
OCSD.Stanton.THEFT/BURGLARY.COUNTERFITGOODS,1
OCSD.Stanton.THEFT/BURGLARY.CRIMINALPROFITTEERING,31
OCSD.Stanton.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,42
OCSD.Stanton.THEFT/BURGLARY.ForgeryandCounterfeiting,5
OCSD.Stanton.THEFT/BURGLARY.FORGERYINPROGRESS,20
OCSD.Stanton.THEFT/BURGLARY.GRANDTHEFT,136
OCSD.Stanton.THEFT/BURGLARY.IDTHEFT,51
OCSD.Stanton.THEFT/BURGLARY.PETTYTHEFT,7
OCSD.Stanton.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,27
OCSD.Stanton.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,91
OCSD.Stanton.THEFT/BURGLARY.STOLENVEHICLE,2
OCSD.Stanton.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,8
OCSD.Stanton.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,358
OCSD.Stanton.THREATSAGAINSTPERSONS,
OCSD.Stanton.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,24
OCSD.Stanton.THREATSAGAINSTPERSONS.TERRORISTTHREATS,41
OCSD.TrabucoCanyon,
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS,
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,6
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.Assault/Battery,11
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,1
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,37
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.ELDERLYABUSE,1
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.HOMICIDE,1
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.KIDNAPPING,1
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,5
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.POSSESSIONOFCHILDPORNOGRAPHY,2
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,1
OCSD.TrabucoCanyon.CRIMESAGAINSTPERSONS.SEXUALASSAULT,16
OCSD.TrabucoCanyon.DISTURBANCE,
OCSD.TrabucoCanyon.DISTURBANCE.PUBLICNUISANCE,1
OCSD.TrabucoCanyon.DISTURBANCE.TRESPASSING,3
OCSD.TrabucoCanyon.DRUGS/INTOXICATION,
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,3
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.DRUNKINPUBLIC,2
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.NARCOTICVIOLATION,3
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,2
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,1
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,6
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,1
OCSD.TrabucoCanyon.DRUGS/INTOXICATION.PossessionofMethamphetamine,1
OCSD.TrabucoCanyon.PROPERTYDAMAGE,
OCSD.TrabucoCanyon.PROPERTYDAMAGE.MALICIOUSMISCHIEFTOAVEHICLE,1
OCSD.TrabucoCanyon.PROPERTYDAMAGE.VANDALISMINPROGRESS,31
OCSD.TrabucoCanyon.THEFT/BURGLARY,
OCSD.TrabucoCanyon.THEFT/BURGLARY.BURGLARYINPROGRESS,1
OCSD.TrabucoCanyon.THEFT/BURGLARY.CHECKFRAUD,1
OCSD.TrabucoCanyon.THEFT/BURGLARY.GRANDTHEFT,10
OCSD.TrabucoCanyon.THEFT/BURGLARY.IDTHEFT,4
OCSD.TrabucoCanyon.THEFT/BURGLARY.PETTYTHEFT,3
OCSD.TrabucoCanyon.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,1
OCSD.TrabucoCanyon.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,2
OCSD.TrabucoCanyon.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,4
OCSD.TrabucoCanyon.THREATSAGAINSTPERSONS,
OCSD.TrabucoCanyon.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,2
OCSD.TrabucoCanyon.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,5
OCSD.TrabucoCanyon.THREATSAGAINSTPERSONS.TERRORISTTHREATS,1
OCSD.VillaPark,
OCSD.VillaPark.CRIMESAGAINSTPERSONS,
OCSD.VillaPark.CRIMESAGAINSTPERSONS.Assault/Battery,8
OCSD.VillaPark.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,1
OCSD.VillaPark.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,17
OCSD.VillaPark.CRIMESAGAINSTPERSONS.ELDERLYABUSE,1
OCSD.VillaPark.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,2
OCSD.VillaPark.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,2
OCSD.VillaPark.CRIMESAGAINSTPERSONS.MANSLAUGHTER,1
OCSD.VillaPark.CRIMESAGAINSTPERSONS.RESISTINGARREST,1
OCSD.VillaPark.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,1
OCSD.VillaPark.CRIMESAGAINSTPERSONS.SEXUALASSAULT,15
OCSD.VillaPark.DISTURBANCE,
OCSD.VillaPark.DISTURBANCE.DISTURBANCE,3
OCSD.VillaPark.DISTURBANCE.TRESPASSING,4
OCSD.VillaPark.DRUGS/INTOXICATION,
OCSD.VillaPark.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,13
OCSD.VillaPark.DRUGS/INTOXICATION.DRUNKINPUBLIC,1
OCSD.VillaPark.DRUGS/INTOXICATION.NARCOTICVIOLATION,3
OCSD.VillaPark.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,8
OCSD.VillaPark.DRUGS/INTOXICATION.OpenContainer,6
OCSD.VillaPark.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,1
OCSD.VillaPark.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,2
OCSD.VillaPark.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,9
OCSD.VillaPark.DRUGS/INTOXICATION.PossessionofMethamphetamine,5
OCSD.VillaPark.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,1
OCSD.VillaPark.PROPERTYDAMAGE,
OCSD.VillaPark.PROPERTYDAMAGE.VANDALISMINPROGRESS,39
OCSD.VillaPark.RESISTINGARREST,
OCSD.VillaPark.RESISTINGARREST.RESISTINGARREST,3
OCSD.VillaPark.THEFT/BURGLARY,
OCSD.VillaPark.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,1
OCSD.VillaPark.THEFT/BURGLARY.BURGLARYINPROGRESS,4
OCSD.VillaPark.THEFT/BURGLARY.CHECKFRAUD,1
OCSD.VillaPark.THEFT/BURGLARY.FORGERYINPROGRESS,4
OCSD.VillaPark.THEFT/BURGLARY.GRANDTHEFT,36
OCSD.VillaPark.THEFT/BURGLARY.IDTHEFT,10
OCSD.VillaPark.THEFT/BURGLARY.PETTYTHEFT,1
OCSD.VillaPark.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,1
OCSD.VillaPark.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,4
OCSD.VillaPark.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,5
OCSD.VillaPark.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,7
OCSD.VillaPark.THREATSAGAINSTPERSONS,
OCSD.VillaPark.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,2
OCSD.VillaPark.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,11
OCSD.VillaPark.THREATSAGAINSTPERSONS.TERRORISTTHREATS,5
OCSD.YorbaLinda,
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS,
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.ANNOYINGORMOLESTINGACHILD,1
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.ASSAULTONPOLICEOFFICER,8
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.ASSAULTWITHDEADLYWEAPON,16
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.Assault/Battery,51
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.ATTEMPTEDMURDER,1
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.CARJACKINGINPROGRESS,1
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.CONCEALEDDIRKORDAGGER,12
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.DOMESTICVIOLENCE,221
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.ELDERLYABUSE,15
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.FALSEIMPRISONMENT,5
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.INDECENTEXPOSURE,5
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.KIDNAPPING,5
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.LEWDCONDUCT-CHILDABUSE,25
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.MANSLAUGHTER,1
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.MetalKnuckles,4
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.RESISTINGARREST,3
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.ROBBERYINPROGRESS,14
OCSD.YorbaLinda.CRIMESAGAINSTPERSONS.SEXUALASSAULT,73
OCSD.YorbaLinda.DISTURBANCE,
OCSD.YorbaLinda.DISTURBANCE.BEGGINGORSOLICITINGINPUBLIC,1
OCSD.YorbaLinda.DISTURBANCE.DISTURBANCE,3
OCSD.YorbaLinda.DISTURBANCE.lewdCONDUCT,2
OCSD.YorbaLinda.DISTURBANCE.LOITERINGONPRIVATEPROPERTTY,1
OCSD.YorbaLinda.DISTURBANCE.PEEKINGWHILELOITERING,1
OCSD.YorbaLinda.DISTURBANCE.PUBLICNUISANCE,1
OCSD.YorbaLinda.DISTURBANCE.RAILROADTRESSPASSING,3
OCSD.YorbaLinda.DISTURBANCE.TRESPASSING,15
OCSD.YorbaLinda.DISTURBANCE.UNNATURALOFFENCES,1
OCSD.YorbaLinda.DRUGS/INTOXICATION,
OCSD.YorbaLinda.DRUGS/INTOXICATION.DRIVINGUNDERTHEINFLUENCE,128
OCSD.YorbaLinda.DRUGS/INTOXICATION.DRUNKINPUBLIC,9
OCSD.YorbaLinda.DRUGS/INTOXICATION.NARCOTICVIOLATION,138
OCSD.YorbaLinda.DRUGS/INTOXICATION.NARCOTICVIOLATIONMISDEMEANOR,64
OCSD.YorbaLinda.DRUGS/INTOXICATION.OpenContainer,32
OCSD.YorbaLinda.DRUGS/INTOXICATION.POSSESSIONFORSALEOFNARCOTICS,18
OCSD.YorbaLinda.DRUGS/INTOXICATION.POSSESSIONFORSLAEOFDESIGNATEDSUBSTANCES,41
OCSD.YorbaLinda.DRUGS/INTOXICATION.POSSESSIONOFACONTROLLEDSUBSTANCE,20
OCSD.YorbaLinda.DRUGS/INTOXICATION.PossessionofDrugParaphernalia,417
OCSD.YorbaLinda.DRUGS/INTOXICATION.PossessionofMarijuanaforSale,8
OCSD.YorbaLinda.DRUGS/INTOXICATION.PossessionofMethamphetamine,217
OCSD.YorbaLinda.DRUGS/INTOXICATION.POSSESSIONOFTOLUENE,1
OCSD.YorbaLinda.DRUGS/INTOXICATION.SALEOFMETHAMPHETAMINE,24
OCSD.YorbaLinda.DRUGS/INTOXICATION.SALEORTRANSPORTATIONOFACONTROLLEDSUBSTANCE,7
OCSD.YorbaLinda.DRUGS/INTOXICATION.TRANSPORTINGORSALEOFMETHAMPHETAMINE,10
OCSD.YorbaLinda.DRUGS/INTOXICATION.UNDERTHEINFLUENCEDRUGS,4
OCSD.YorbaLinda.PROPERTYDAMAGE,
OCSD.YorbaLinda.PROPERTYDAMAGE.VANDALISMINPROGRESS,239
OCSD.YorbaLinda.RESISTINGARREST,
OCSD.YorbaLinda.RESISTINGARREST.RESISTINGARREST,3
OCSD.YorbaLinda.THEFT/BURGLARY,
OCSD.YorbaLinda.THEFT/BURGLARY.APPROPRIATIONOFLOSTPROPERTY,11
OCSD.YorbaLinda.THEFT/BURGLARY.BURGLARYINPROGRESS,112
OCSD.YorbaLinda.THEFT/BURGLARY.CHECKFRAUD,14
OCSD.YorbaLinda.THEFT/BURGLARY.DEFRAUDINGANINNKEEPER,5
OCSD.YorbaLinda.THEFT/BURGLARY.ForgeryandCounterfeiting,7
OCSD.YorbaLinda.THEFT/BURGLARY.FORGERYINPROGRESS,23
OCSD.YorbaLinda.THEFT/BURGLARY.ForgingOrPossessingAFraudulentPublicSeal,2
OCSD.YorbaLinda.THEFT/BURGLARY.GRANDTHEFT,235
OCSD.YorbaLinda.THEFT/BURGLARY.IDTHEFT,143
OCSD.YorbaLinda.THEFT/BURGLARY.PETTYTHEFT,23
OCSD.YorbaLinda.THEFT/BURGLARY.POSSESSIONOFBURGLARYTOOL,33
OCSD.YorbaLinda.THEFT/BURGLARY.RECEIVINGSTOLENPROPERTY,80
OCSD.YorbaLinda.THEFT/BURGLARY.STOLENVEHICLE,2
OCSD.YorbaLinda.THEFT/BURGLARY.TAMPERINGWITHAVEHICLE,19
OCSD.YorbaLinda.THEFT/BURGLARY.UnlawfulTakingorDrivingaVehicle,127
OCSD.YorbaLinda.THREATSAGAINSTPERSONS,
OCSD.YorbaLinda.THREATSAGAINSTPERSONS.BRANDISHINGAWEAPON,5
OCSD.YorbaLinda.THREATSAGAINSTPERSONS.POSSESSIONOFWEAPONONCAMPUS,2
OCSD.YorbaLinda.THREATSAGAINSTPERSONS.TERRORISTTHREATS,26
